name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,active_year,first_year,last_year,AVG,birth
Alex Kampouris,708,2182,272,531,94,20,45,284,244,360,22,9,2.92,3.39,6.3100000000000005,9,1934,1943,0.2436666666666666,1916
Alex Kirilloff,249,799,92,198,40,5,27,116,62,215,2,1,1.207,1.613,2.8200000000000003,4,2021,2024,0.243,2000
Alex Liddi,61,173,15,36,8,1,6,16,13,73,3,1,0.684,0.996,1.68,3,2011,2013,0.1693333333333333,1990
Alex McCarthy,432,1335,136,306,34,11,5,122,104,123,23,40,2.107,2.172,4.279,8,1910,1917,0.203625,1891
Alex McFarlan,14,42,2,7,0,0,0,1,8,11,1,0,0.3,0.167,0.467,1,1892,1892,0.167,1870
Alex McKinnon,386,1572,209,465,82,30,13,219,45,125,32,0,1.46,1.676,3.36,4,1884,1887,0.30175,1863
Alex Metzler,560,1968,290,561,85,41,9,207,260,144,46,27,2.041,2.045,4.086,6,1925,1930,0.2595,1905
Alex Ochoa,807,2143,320,597,131,19,46,261,203,288,56,38,2.734,3.311,6.045,8,1995,2002,0.280625,1976
Alex Presley,450,1401,157,369,50,19,29,111,81,282,30,18,2.435,2.848,5.283,8,2010,2017,0.25975,1991
Alex Prieto,24,43,5,9,1,0,1,4,3,13,0,1,0.397,0.4659999999999999,0.863,2,2003,2004,0.1704999999999999,1981
Alex Radcliff,422,1676,242,496,94,30,20,245,106,15,30,3.4000000000000004,5.649,6.418,12.067,17,1926,1946,0.2740588235294117,1914
Alex Ramirez,135,332,38,86,17,3,12,48,15,78,3,1,0.737,1.031,1.768,3,1998,2000,0.2236666666666666,1977
Alex Rios,1691,6419,885,1778,374,63,169,794,400,1117,253,77,3.835,5.154,8.989,12,2004,2015,0.2760833333333333,1987
Alex Rodriguez,2784,10566,2021,3115,548,31,696,2086,1338,2287,329,76,8.004,11.388,19.392,22,1994,2016,0.2832727272727273,1983
Alex Romero,144,280,27,67,14,4,2,30,14,43,6,0,0.556,0.679,1.235,2,2008,2009,0.239,1986
Alex Sanchez,427,1527,193,452,56,21,6,111,76,233,122,58,1.61,1.848,3.458,5,2001,2005,0.2855999999999999,1981
Alex Taveras,35,53,4,11,1,0,0,4,2,3,1,2,0.583,0.884,1.467,3,1976,1983,0.1833333333333333,1957
Alex Trevino,939,2429,245,604,117,10,23,244,205,317,19,11,4.029,4.319,8.347999999999999,13,1978,1990,0.247,1962
Alex Verdugo,800,2886,409,784,180,11,70,316,240,480,22,11,2.572,3.242,5.814,8,2017,2024,0.26275,1998
Alex D. Mejia,29,46,6,5,0,0,1,3,2,13,0,0,0.146,0.174,0.32,1,2017,2017,0.109,1995
Alexander Canario,21,42,5,12,2,1,2,8,2,19,1,0,0.651,1.087,1.738,2,2023,2024,0.287,2001
Alexei Ramirez,1371,5134,601,1387,249,17,115,590,263,650,143,63,2.758,3.536,6.294,9,2008,2016,0.27,1990
Alexi Amarista,702,1750,171,404,67,16,21,169,109,295,39,10,1.853,2.195,4.048,7,2011,2017,0.224,1992
Alexi Casilla,578,1696,225,419,76,15,12,157,130,246,80,11,2.572,2.521,5.093,9,2006,2014,0.2162222222222222,1988
Alexis Gomez,89,158,20,41,6,2,1,11,10,33,4,0,1.119,1.086,2.205,4,2002,2006,0.234,1982
Alexis Infante,60,55,11,6,1,0,0,0,2,12,1,0,0.53,0.438,0.968,4,1987,1990,0.10075,1966
Alf Anderson,126,390,56,93,11,3,1,17,33,49,6,0,1.107,0.585,1.6920000000000002,3,1941,1946,0.162,1921
Alfonso Rivas,167,404,42,98,16,3,7,43,42,139,7,1,1.013,1.138,2.151,3,2021,2023,0.2606666666666666,2000
Alfonso Soriano,1975,7750,1152,2095,481,31,412,1159,496,1803,289,84,4.742,7.755,12.497,16,1999,2014,0.253,1984
Alfred Saylor,16,44,5,16,0,0,0,8,4,0,0,0,0.417,0.364,0.781,1,1941,1941,0.364,1919
Alfredo Amezaga,584,1408,173,348,47,19,12,110,112,223,49,26,2.7960000000000003,2.952,5.748,9,2002,2011,0.2513333333333333,1984
Alfredo Griffin,1962,6780,759,1688,245,78,24,527,338,664,192,134,5.304,5.785,11.089,18,1976,1993,0.2521666666666666,1962
Alfredo Marte,71,155,12,28,8,1,2,13,11,47,1,0,0.992,0.881,1.873,3,2013,2015,0.2296666666666666,1992
Algie McBride,403,1589,258,464,60,26,12,179,132,3,36,0,1.829,2.005,3.834,5,1896,1901,0.2862,1876
Ali Sánchez,38,97,5,17,4,0,0,4,5,27,2,1,0.911,1.301,2.212,3,2020,2024,0.2593333333333333,2000
Alika Williams,83,188,20,38,9,2,0,11,12,57,1,0,0.512,0.5469999999999999,1.0590000000000002,2,2023,2024,0.2025,2001
Allan Dykstra,13,31,3,4,0,0,1,4,6,12,0,0,0.289,0.226,0.515,1,2015,2015,0.129,1993
Allen Battle,108,248,33,57,8,0,1,7,32,52,13,5,0.651,0.552,1.203,2,1995,1996,0.2315,1973
Allen Craig,534,1831,239,506,107,3,59,296,143,394,11,3,1.905,2.464,4.369,6,2010,2015,0.2583333333333333,1990
Allen Córdoba,100,202,17,42,2,2,4,15,18,54,2,2,0.282,0.297,0.579,1,2017,2017,0.208,1995
Allen Elliott,63,182,21,44,8,2,2,29,2,13,3,3,0.41,0.5,0.91,2,1923,1924,0.1965,1901
Allie Clark,358,1021,131,267,48,4,32,149,72,70,2,5,2.108,2.779,4.8870000000000005,7,1947,1953,0.2541428571428571,1928
Allie Strobel,105,336,29,66,10,3,1,26,29,0,2,0,0.378,0.367,0.745,2,1905,1906,0.1535,1883
Alonzo Powell,71,152,19,32,9,1,3,16,16,41,0,2,0.571,0.637,1.2080000000000002,2,1987,1991,0.2055,1967
Alphonse Dunn,67,219,33,57,5,4,1,26,29,0,5,0,1.085,0.996,2.081,3,1937,1943,0.264,1918
Alphonso Gerard,50,170,24,43,9,1,0,16,18,0,1,0,1.916,2.854,4.7700000000000005,4,1945,1948,0.439,1924
Alta Cohen,29,67,8,13,2,0,0,2,9,11,0,0,1.2120000000000002,1.074,2.286,3,1931,1933,0.337,1910
Alva Williams,499,1186,111,314,51,23,2,145,95,80,27,17.5,2.315,2.513,4.828,7,1911,1918,0.2668571428571428,1892
Alvaro Espinoza,942,2478,252,630,105,9,22,201,76,324,13,19,2.698,3.132,5.83,12,1984,1997,0.2046666666666666,1968
Alvin Dark,1828,7219,1064,2089,358,72,126,757,430,534,59,37.8,4.553,5.753,10.306,14,1946,1960,0.284,1931
Alvin Davis,1206,4240,568,1189,220,10,160,683,685,558,7,16,3.368,3.929,7.297,9,1984,1992,0.2767777777777778,1966
Amado Samuel,144,368,23,79,18,0,3,25,16,82,0,4,0.688,0.814,1.502,3,1962,1964,0.2046666666666666,1941
Ambrose McGann,20,73,9,21,5,2,0,9,8,6,6,0,0.358,0.411,0.769,1,1895,1895,0.288,1873
Ambrose Reid,429,1571,226,403,47,13,5,181,119,2,20,0,2.538,2.577,5.115,9,1921,1932,0.2361111111111111,1904
Amby McConnell,408,1506,202,398,30,22,3,119,107,0,72,0,1.292,1.268,2.56,4,1908,1911,0.26225,1887
Ameal Brooks,208,647,107,165,27,10,14,95,70,9,9,0,4.445,5.289,9.734,14,1929,1947,0.2525714285714285,1916
Amed Rosario,942,3507,449,958,157,46,63,366,161,729,109,36,2.405,3.148,5.553,8,2017,2024,0.268875,1998
Amos Booth,110,438,47,98,5,1,0,36,21,21,0,0,0,0.469,0,4,1876,1882,0.10825,1857
Amos Cross,117,441,62,118,16,7,1,56,45,0,19.5,0,0.8029999999999999,0.8,1.603,3,1885,1887,0.2226666666666666,1864
Amos Otis,1998,7299,1092,2020,374,66,193,1007,757,1008,341,93,5.532,6.675,12.207,17,1967,1984,0.2608823529411764,1953
Amos Strunk,1512,4999,696,1418,213,96,15,530,573,331,185,182.75,5.805,5.715,11.52,17,1908,1924,0.2672941176470588,1894
Anastasio Santaella,74,213,26,66,15,1,1,30,25,2,7,2,0.77,0.8,1.5699999999999998,2,1935,1936,0.3075,1913
Anderson Hernandez,240,643,69,155,25,5,4,60,55,107,10,6,1.607,1.619,3.226,6,2005,2010,0.2241666666666666,1985
Anderson Machado,24,68,7,15,5,1,0,6,12,32,4,1,0.512,0.393,0.905,3,2003,2005,0.089333333,1982
Anderson Pryor,295,1056,172,283,42,12,12,128,127,0,41,0,1.96,1.941,3.901,6,1923,1933,0.2478333333333333,1906
Anderson Tejeda,28,91,8,20,4,1,3,8,3,40,5,1,0.391,0.516,0.907,2,2020,2021,0.158,1998
Andre David,38,53,5,13,2,0,1,5,7,13,0,0,0.6839999999999999,0.554,1.238,2,1984,1986,0.225,1963
Andre Dawson,2627,9927,1373,2774,503,98,438,1591,589,1509,314,109,6.705,9.869,16.574,21,1976,1996,0.2756666666666666,1964
Andre Ethier,1455,4800,641,1367,303,34,162,687,519,938,29,28,4.167,5.416,9.583,12,2006,2017,0.2745833333333333,1989
Andre Lipcius,13,35,3,10,1,0,1,4,3,8,0,0,0.342,0.4,0.742,1,2023,2023,0.286,2001
Andre Robertson,254,724,80,182,32,4,5,54,26,120,4,8,1.398,1.636,3.034,5,1981,1985,0.2546,1961
Andre Rodgers,854,2521,268,628,112,23,45,245,290,507,22,20,3.514,3.985,7.499,11,1957,1967,0.2415454545454545,1940
Andre Thornton,1565,5291,792,1342,244,22,253,895,876,851,48,37,4.835,5.826,10.661,14,1973,1987,0.2395,1958
Andrelton Simmons,1226,4441,501,1169,201,23,70,444,304,461,72,24,3.412,3.866,7.278,11,2012,2022,0.2594545454545454,1995
Andres Galarraga,2257,8096,1195,2333,444,32,399,1425,583,2003,128,81,6.45,9.208,15.658,19,1985,2004,0.2818421052631579,1972
Andres Mesa,25,98,11,26,1,2,0,4,7,0,0,0,0.314,0.316,0.63,1,1948,1948,0.265,1926
Andres Mora,235,700,71,156,27,2,27,83,31,149,1,1,0.888,1.279,2.167,4,1976,1980,0.197,1956
Andres Thomas,577,2103,182,493,76,4,42,228,59,301,22,18,1.5570000000000002,1.94,3.497,6,1985,1990,0.2406666666666666,1965
Andres Torres,650,1910,277,462,113,29,32,174,205,476,77,29,2.346,2.773,5.119,9,2002,2013,0.2018888888888889,1985
Andrew Benintendi,1031,3830,518,1034,223,20,98,493,402,759,85,29,3.046,3.517,6.563,9,2016,2024,0.255111111,1998
Andrew Brown,144,328,37,72,14,0,14,45,28,101,3,2,1.017,1.397,2.414,4,2011,2014,0.20575,1990
Andrew Knapp,328,756,83,158,31,4,13,66,103,276,2,0,2.005,1.987,3.992,7,2017,2024,0.199,1998
Andrew Knizner,293,804,89,169,32,0,18,85,63,204,4,1,1.581,1.861,3.442,6,2019,2024,0.2121666666666666,1999
Andrew Lambo,60,95,8,18,7,0,1,3,5,27,0,1,0.67,0.839,1.509,4,2013,2016,0.13225,1992
Andrew McCutchen,2127,7873,1239,2152,429,50,319,1095,1116,1775,219,89,5.834,7.333,13.167,16,2009,2024,0.2704375,1994
Andrew Romine,613,1262,157,294,41,5,11,86,86,312,40,12,2.998,3.174,6.172,11,2010,2021,0.2255454545454545,1993
Andrew Sephus,14,39,6,4,0,0,0,0,11,1,2,0,0.314,0.103,0.417,1,1938,1938,0.103,1916
Andrew Stevenson,273,432,55,105,19,2,8,50,39,134,9,4,2.033,2.267,4.3,6,2017,2023,0.2603333333333333,1998
Andrew Susac,114,278,31,61,17,2,7,35,25,94,0,0,1.637,1.542,3.1790000000000003,6,2014,2020,0.154,1995
Andrew Toles,96,231,41,66,14,1,8,35,15,49,2,2,0.96,1.263,2.223,3,2016,2018,0.2726666666666666,1995
Andrew Vaughn,562,2063,238,522,110,4,72,274,146,458,3,1,1.241,1.656,2.897,4,2021,2024,0.2525,2000
Andrew Velazquez,275,566,77,107,19,2,12,40,38,211,40,7,1.551,1.726,3.277,6,2018,2023,0.1898333333333333,1998
Andrew Wilson,46,163,21,33,4,1,3,16,13,0,1,0,0.261,0.294,0.555,1,1923,1923,0.202,1901
Andrew Young,70,117,16,24,9,0,7,19,11,55,0,0,0.6799999999999999,0.869,1.549,2,2020,2021,0.2005,1998
Andruw Jones,2196,7599,1204,1933,383,36,434,1289,891,1748,152,59,5.598,7.989,13.587,17,1996,2012,0.2437058823529411,1982
Andruw Monasterio,151,407,52,99,19,1,4,43,44,106,13,4,0.633,0.62,1.253,2,2023,2024,0.2334999999999999,2001
Andrés Blanco,536,1191,137,305,73,9,18,109,79,202,5,13,3.024,3.646,6.67,10,2004,2017,0.254,1988
Andrés Chaparro,33,121,12,26,12,0,4,15,7,24,1,1,0.28,0.413,0.693,1,2024,2024,0.215,2002
Andrés Giménez,568,1937,251,505,88,11,49,222,110,403,99,15,1.598,1.954,3.552,5,2020,2024,0.2562,2000
Andujar Cedeno,616,2051,221,485,98,13,47,223,143,488,26,17,1.7,2.17,3.87,7,1990,1996,0.1977142857142857,1971
Andy Allanson,512,1486,145,357,48,4,16,139,87,223,23,18,2.208,2.464,4.672,8,1986,1995,0.2345,1968
Andy Anderson,122,223,23,41,8,1,2,17,22,36,0,1,0.544,0.56,1.104,2,1948,1949,0.2005,1926
Andy Barkett,17,46,5,14,2,0,1,3,4,7,1,0,0.373,0.413,0.786,1,2001,2001,0.304,1979
Andy Carey,938,2850,371,741,119,38,64,350,268,389,23,21,3.521,4.204,7.725,11,1952,1962,0.2535454545454546,1935
Andy Childs,22,84,17,17,5,1,0,7,10,0,4,0,0.3,0.3,0.6,2,1937,1938,0.1065,1915
Andy Cohen,262,886,108,249,36,10,14,114,43,34,6,0,0.915,1.1,2.015,3,1926,1929,0.2749999999999999,1905
Andy Cusick,95,332,27,64,7,1,0,15,8,42,2,0,1.572,0.948,2.904,4,1884,1887,0.20825,1863
Andy Dirks,297,971,150,268,47,7,24,100,76,173,13,4,0.989,1.256,2.245,3,2011,2013,0.2763333333333333,1990
Andy Drake,21,62,5,15,3,0,1,5,3,0,0,0,0.478,0.485,0.963,2,1932,1933,0.1845,1910
Andy Etchebarren,948,2618,245,615,101,17,49,309,246,529,13,14,4.694,5.69,10.384,15,1962,1978,0.2506666666666667,1948
Andy Fox,776,1925,248,461,65,17,30,168,197,407,74,25,2.693,2.685,5.378,9,1996,2004,0.2118888888888889,1978
Andy González,91,225,21,41,6,1,3,13,31,70,1,6,0.73,0.8320000000000001,1.562,3,2007,2009,0.1586666666666666,1986
Andy Green,140,230,33,46,7,1,2,12,26,41,2,1,1.293,1.041,2.334,4,2004,2009,0.216,1984
Andy Harris,21,71,9,19,3,0,0,8,5,0,2,0,0.6220000000000001,0.609,1.231,2,1926,1927,0.2585,1904
Andy Harvey,29,94,11,26,5,1,0,13,4,0,0,0,0.802,0.848,1.65,2,1937,1938,0.386,1915
Andy High,1314,4400,618,1250,195,65,44,482,425,130,33,81.25,4.424,4.687,9.111,13,1922,1934,0.2665384615384615,1906
Andy Ibáñez,329,952,116,244,51,5,24,107,63,188,6,3,1.201,1.502,2.7030000000000003,4,2021,2024,0.25,2000
Andy Knox,21,75,6,19,3,0,0,8,9,0,5,0,0.333,0.293,0.626,1,1890,1890,0.253,1868
Andy Kosco,658,1963,204,464,75,8,73,267,99,350,5,8,2.685,3.655,6.34,10,1965,1974,0.2246,1947
Andy LaRoche,404,1184,133,267,53,6,22,113,121,208,8,3,1.535,1.589,3.124,6,2007,2013,0.1838333333333333,1988
Andy Leonard,215,970,155,259,26,7,1,87,20,41,0,0,0,1.216,0,4,1876,1880,0.25975,1856
Andy Love,65,215,22,42,7,1,3,24,10,1,5,0,0.912,0.769,1.401333333333333,4,1930,1943,0.14525,1914
Andy Marte,308,854,86,186,45,6,21,99,67,180,1,6,1.794,2.42,4.214,7,2005,2014,0.2041428571428571,1987
Andy Mota,27,90,4,17,2,0,1,6,1,17,2,0,0.198,0.244,0.442,1,1991,1991,0.189,1969
Andy Oyler,27,77,9,17,1,0,1,6,8,0,3,0,0.318,0.273,0.591,1,1902,1902,0.221,1880
Andy Pafko,1852,6292,844,1796,264,62,213,976,561,477,38,24.55555555555556,5.854,7.296,13.15,17,1943,1959,0.2828823529411765,1929
Andy Pages,116,403,65,100,23,1,13,46,29,108,1,2,0.305,0.407,0.712,1,2024,2024,0.248,2002
Andy Parrino,131,246,19,43,11,0,2,14,33,83,2,0,1.276,0.94,2.216,5,2011,2015,0.1318,1991
Andy Phillips,259,557,77,139,25,4,14,70,34,110,3,5,1.334,2.102,3.436,5,2004,2008,0.2326,1984
Andy Reese,331,1142,166,321,47,11,14,111,51,107,21,0,1.258,1.499,2.757,4,1927,1930,0.27725,1906
Andy Seminick,1304,3921,495,953,139,26,164,556,582,780,23,15,4.8870000000000005,5.676,10.563,15,1943,1957,0.2264666666666666,1928
Andy Sheets,356,960,118,207,38,3,19,113,76,275,16,7,1.762,2.081,3.843,7,1996,2002,0.2022857142857142,1977
Andy Spognardi,17,34,9,10,1,0,0,1,6,6,0,0,0.4,0.324,0.724,1,1932,1932,0.294,1910
Andy Stankiewicz,429,844,105,203,45,3,4,59,80,141,17,9,1.98,1.807,3.787,7,1992,1998,0.1941428571428571,1973
Andy Swan,8,31,5,8,1,0,0,0,0,0,0,0,0.258,0.29,0.548,1,1884,1884,0.258,1862
Andy Tomberlin,192,305,40,71,6,2,11,38,26,103,6,1,1.909,2.165,4.074,6,1993,1998,0.2421666666666666,1973
Andy Tracy,149,277,35,64,10,2,13,43,30,99,1,0,1.431,1.553,2.984,5,2000,2009,0.1948,1982
Andy Van Slyke,1658,5711,835,1562,293,91,164,792,667,1063,245,59,4.51,5.629,10.139,13,1983,1995,0.2696923076923077,1967
Andy Wilkins,43,67,5,9,3,0,1,5,5,32,1,0,0.4,0.478,0.878,2,2014,2016,0.1325,1993
Andy Woehr,63,193,14,47,6,5,0,20,6,9,2,2,0.609,0.6990000000000001,1.308,2,1923,1924,0.279,1901
Angel Alfonso,302,1168,200,321,57,19,16,156,137,0,31,0,2.632,3.136,5.768,7,1924,1930,0.2971428571428571,1905
Angel Aragon,33,76,4,9,1,0,0,5,5,6,2,0,0.7080000000000001,0.4399999999999999,1.148,3,1914,1917,0.1393333333333333,1893
Angel Berroa,746,2575,329,665,118,21,46,254,117,460,50,20,2.529,2.816,5.345,9,2001,2009,0.2273333333333333,1983
Angel Bravo,149,218,26,54,7,3,1,12,20,31,2,2,0.944,0.924,1.868,3,1969,1971,0.2416666666666666,1948
Angel Echevarria,328,543,70,152,32,0,21,90,46,104,1,4,2.433,2.939,5.372,7,1996,2002,0.2808571428571428,1977
Angel Mangual,450,1241,122,304,44,8,22,125,59,187,5,8,1.789,2.42,4.2090000000000005,7,1969,1976,0.2322857142857142,1950
Angel Martínez,43,151,16,35,7,0,3,11,15,33,3,1,0.298,0.338,0.636,1,2024,2024,0.232,2002
Angel Pena,71,187,18,39,7,0,5,23,13,47,0,1,0.721,0.867,1.588,3,1998,2001,0.2143333333333333,1977
Angel Salazar,383,886,69,188,33,6,2,59,19,150,6,6,1.156,1.37,2.526,5,1983,1988,0.2142,1963
Angel Sanchez,185,570,67,145,19,4,1,54,38,93,3,1,0.831,0.851,1.682,4,2006,2013,0.18475,1987
Angel Santos,41,92,11,19,4,1,3,7,5,25,1,1,0.4639999999999999,0.596,1.06,2,2001,2003,0.1745,1980
Angelo Encarnacion,76,198,23,50,10,2,3,15,13,34,3,1,1.015,1.389,2.404,3,1995,1997,0.3186666666666666,1974
Anse Moore,51,134,16,28,4,0,1,8,12,9,1,1,0.279,0.261,0.54,1,1946,1946,0.209,1924
Anthony Alford,102,220,25,46,7,2,8,20,16,91,11,6,1.35,1.797,3.147,6,2017,2022,0.1843333333333333,1997
Anthony Bemboom,82,192,17,31,4,0,5,12,17,63,0,1,1.238,1.237,2.475,5,2019,2023,0.1714,1999
Anthony Cooper,320,1098,134,263,30,12,6,116,53,2,18,0,2.482,2.619,5.101,10,1928,1941,0.2119,1912
Anthony Gose,372,1128,155,271,47,19,12,69,101,353,57,23,1.505,1.728,3.233,5,2012,2016,0.2342,1992
Anthony Recker,206,552,55,110,28,0,18,70,60,193,3,2,1.898,2.043,3.941,7,2011,2017,0.183,1992
Anthony Rendon,1173,4350,683,1218,295,16,158,671,547,779,55,17,4.302,5.192,9.494,12,2013,2024,0.2685833333333333,1996
Anthony Rizzo,1727,6288,922,1644,338,22,303,965,781,1208,72,44,4.93,6.251,11.181,14,2011,2024,0.2521428571428571,1995
Anthony Santander,746,2830,383,695,155,6,155,435,226,644,10,7,2.357,3.581,5.938,8,2017,2024,0.245,1998
Anthony Volpe,319,1178,152,268,50,11,33,120,94,323,52,12,0.576,0.747,1.323,2,2023,2024,0.2259999999999999,2001
Antone Williamson,24,54,2,11,3,0,0,6,4,8,0,1,0.254,0.259,0.513,1,1997,1997,0.204,1975
Antonio Mirabal,34,114,11,20,0,0,0,5,11,0,1,0,0.486,0.348,0.834,2,1939,1940,0.174,1917
Antonio Perez,216,495,62,121,25,4,6,43,49,144,16,6,1.176,1.27,2.446,4,2003,2006,0.2195,1982
Antonio Rodriguez,18,67,9,16,1,0,0,6,3,0,1,0,0.282,0.254,0.536,1,1939,1939,0.239,1917
Aramis Garcia,119,308,27,65,5,0,10,25,10,117,0,1,1.012,1.379,2.391,5,2018,2024,0.1694,1999
Aramis Ramirez,2194,8136,1098,2303,495,24,386,1417,633,1238,29,18,6.026,8.494,14.52,18,1998,2015,0.2757777777777777,1984
Archi Cianfrocco,500,1276,136,308,59,7,34,185,80,360,16,3,1.983,2.553,4.536,7,1992,1998,0.231,1973
Archie Brathwaite,108,385,60,103,19,5,4,60,39,0,9,0,1.018,1.156,2.174,3,1944,1948,0.268,1924
Archie Moore,41,40,5,11,4,0,1,5,6,13,0,0,0.764,0.967,1.731,2,1964,1965,0.293,1942
Archie Ware,188,696,96,200,29,9,4,105,52,2,14,0,2.773,2.921,5.694,8,1941,1948,0.292,1922
Archie Wilson,51,140,9,31,5,3,0,17,7,14,0,0,0.471,0.309,0.78,2,1951,1952,0.114,1929
Archie Yelle,87,199,13,32,4,0,0,7,15,19,2,0,0.641,0.351,0.992,3,1917,1919,0.1036666666666666,1896
Argenis Diaz,22,33,0,8,1,0,0,2,3,10,0,1,0.306,0.273,0.579,1,2010,2010,0.242,1988
Argenis Reyes,58,127,13,26,0,0,1,3,5,24,3,0,0.426,0.363,0.7889999999999999,2,2008,2009,0.1679999999999999,1986
Arismendy Alcántara,167,428,51,81,15,3,11,39,24,150,14,8,0.878,0.955,1.833,4,2014,2017,0.166,1993
Aristides Aquino,244,686,87,145,28,1,41,108,66,255,12,5,1.165,1.666,2.831,5,2018,2022,0.1632,1998
Arky Vaughan,1817,6622,1175,2103,356,128,96,926,937,276,118,0,5.658,6.26,11.918,14,1932,1948,0.3144285714285714,1918
Arlie Latham,1627,6822,1478,1833,245,85,27,638.0666666666666,588,240,966.3846153846154,0,5.257533333333333,5.004,10.3734,17,1880,1909,0.2348235294117647,1872
Arlie Tarbert,40,86,6,16,2,0,0,7,4,13,1,0,0.475,0.438,0.913,2,1927,1928,0.182,1905
Armando Alvarez,16,37,7,9,1,0,0,2,2,8,1,0,0.282,0.27,0.552,1,2024,2024,0.243,2002
Armando Celada,36,118,10,24,7,0,0,7,8,0,6,0,0.254,0.263,0.517,1,1929,1929,0.203,1907
Armando Marsans,646,2273,267,612,67,19,2,221,173,117,171,208,2.552,2.458,5.01,8,1911,1918,0.26025,1892
Armando Rios,419,1021,135,275,55,8,36,167,115,206,14,10,2.363,3.552,5.915,6,1998,2003,0.3166666666666666,1978
Armando Vazquez,62,191,27,50,3,4,2,20,16,0,2,0,0.969,1.071,2.04,4,1944,1948,0.20425,1924
Army Rhodes,12,38,2,4,1,0,0,3,1,0,0,0,0.295,0.272,0.567,2,1940,1942,0.12,1919
Arndt Jorgens,307,738,79,176,31,5,4,89,85,73,3,3,3.29,3.305,6.595,11,1929,1939,0.2258181818181818,1912
Arnold Hauser,433,1468,180,349,33,20,6,137,121,184,68,0,1.547,1.53,3.077,5,1910,1915,0.2395999999999999,1890
Arnold Statz,683,2585,376,737,114,31,17,215,194,211,77,73.6,2.497,2.732,5.229,8,1919,1928,0.259875,1901
Arquimedez Pozo,26,74,4,14,4,1,1,14,2,15,1,0,0.4599999999999999,0.643,1.103,3,1995,1997,0.1463333333333333,1974
Art Allison,31,130,9,27,2,1,0,10,2,6,0,0,0,0.238,0,1,1876,1876,0.208,1854
Art Ball,33,84,7,16,2,0,0,8,7,1,2,0,0.591,0.543,1.134,2,1894,1898,0.259,1874
Art Brouthers,37,144,18,30,5,1,0,14,5,0,4,0,0.24,0.257,0.497,1,1906,1906,0.208,1884
Art Bues,16,46,3,10,1,1,0,4,5,7,1,0,0.3,0.289,0.589,2,1913,1914,0.111,1891
Art Butler,456,1289,181,311,44,13,3,101,146,102,54,84,1.869,1.739,3.608,6,1911,1916,0.2321666666666666,1891
Art Croft,114,442,45,86,11,2,0,43,6,38,0,0,0,0.458,0,2,1877,1878,0.195,1855
Art Devlin,1315,4412,603,1185,164,57,10,505,576,105,285,0,3.629,3.381,7.01,10,1904,1913,0.2672,1886
Art Ewoldt,9,32,2,7,1,0,0,2,1,5,0,0,0.242,0.25,0.492,1,1919,1919,0.219,1897
Art Fletcher,1537,5541,684,1534,238,77,32,675,203,348,159,121.33333333333334,4.059,4.588,8.647,13,1909,1922,0.2712307692307692,1893
Art Gardner,86,99,12,16,0,0,0,5,4,25,1,1,0.445,0.348,0.7929999999999999,3,1975,1978,0.1159999999999999,1954
Art Garibaldi,71,232,30,64,12,0,1,20,16,30,3,0,0.323,0.341,0.664,1,1936,1936,0.276,1914
Art Griggs,442,1370,127,379,73,20,5,152,105,23,36,0,2.415,2.715,5.13,7,1909,1918,0.287,1891
Art Hefner,23,88,8,20,0,0,0,6,7,0,5,0,0.284,0.227,0.511,1,1948,1948,0.227,1926
Art Hoelskoetter,300,952,59,225,21,8,2,53,40,0,9,0,1.068,1.133,2.201,4,1905,1908,0.236,1884
Art Howe,891,2626,268,682,139,23,43,293,275,287,10,10,3.18,3.46,6.640000000000001,11,1974,1985,0.2172727272727272,1957
Art Jahn,104,349,45,97,15,8,1,55,17,36,2,4,0.618,0.717,1.335,2,1925,1928,0.2684999999999999,1904
Art James,11,40,2,9,2,0,0,1,1,3,1,2,0.244,0.275,0.519,1,1975,1975,0.225,1953
Art Kores,60,201,18,47,9,2,1,22,21,13,6,0,0.306,0.313,0.619,1,1915,1915,0.234,1893
Art Kruger,366,1222,113,283,49,21,6,115,73,88,26,0,1.109,1.234,2.343,4,1907,1915,0.225,1889
Art Kusnyer,139,313,21,55,6,1,3,21,21,61,1,1,1.179,1.358,2.537,6,1970,1978,0.1558333333333333,1952
Art Lavigne,51,90,10,14,2,0,0,4,7,25,0,0,0.216,0.178,0.394,1,1914,1914,0.156,1892
Art Lopez,38,49,5,7,0,0,0,0,1,6,0,0,0.16,0.143,0.303,1,1965,1965,0.143,1943
Art Madison,53,152,26,44,5,4,0,27,12,1,5,0,0.7090000000000001,0.7969999999999999,1.506,2,1895,1899,0.312,1875
Art Mahan,146,544,55,133,24,5,2,39,40,37,4,0,0.297,0.318,0.615,1,1940,1940,0.244,1918
Art McGovern,15,44,1,5,1,0,0,1,4,0,0,0,0.204,0.136,0.34,1,1905,1905,0.114,1883
Art Nichols,242,793,112,194,28,3,3,90,50,0,51,0,1.864,1.715,3.579,6,1898,1903,0.2406666666666666,1878
Art Parks,78,255,29,70,15,2,1,19,30,16,2,0,0.737,0.794,1.531,2,1937,1939,0.2925,1916
Art Pennington,133,483,71,131,13,8,7,64,66,5,10,0,1.738,1.79,3.528,5,1941,1945,0.265,1921
Art Phelan,402,1258,150,297,38,25,8,131,141,114,50,45,1.619,1.58,3.199,5,1910,1915,0.2415999999999999,1890
