name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,active_year,first_year,last_year,AVG
Bill Johnson,211,649,78,172,26,13,9,81.0,57,18.0,15.0,0.0,2.953,3.309,6.2620000000000005,9,1916,1945,0.2776666666666667
Bill Jones,35,82,9,15,2,1,0,10.0,16,8.0,2.0,0.0,1.788,1.004,3.376,4,1882,1912,0.23149999999999998
Bill Joyce,904,3304,820,970,152,106,70,607.0,718,280.0,264.0,0.0,3.5,3.79,7.29,8,1890,1898,0.296
Bill Kay,26,60,8,20,1,1,0,7.0,0,0.0,0.0,0.0,0.333,0.383,0.716,1,1907,1907,0.333
Bill Keister,621,2433,400,758,133,63,18,400.0,90,5.0,131.0,0.0,2.23,2.762,4.992,7,1896,1903,0.28357142857142853
Bill Kellogg,71,126,14,22,0,1,0,7.0,14,28.0,7.0,0.0,0.262,0.19,0.452,1,1914,1914,0.175
Bill Kelly,31,84,6,15,2,1,0,5.0,7,22.0,0.0,0.0,0.475,0.519,0.994,2,1920,1928,0.2
Bill Kemmer,11,38,5,7,0,0,1,3.0,2,4.0,0.0,0.0,0.225,0.263,0.488,1,1895,1895,0.184
Bill Kienzle,76,332,84,87,16,10,0,18.0,26,0.0,0.0,0.0,0.0,0.896,0.0,2,1882,1884,0.2935
Bill Killefer,1036,3150,237,751,86,21,4,240.0,113,126.0,39.0,34.666666666666664,3.341,3.419,6.76,13,1909,1921,0.22638461538461538
Bill Kissinger,14,39,7,13,3,2,0,6.0,3,0.0,0.0,0.0,0.381,0.513,0.894,1,1897,1897,0.333
Bill Knickerbocker,907,3418,423,943,198,27,28,368.0,244,238.0,25.0,46.0,3.039,3.529,6.568,10,1933,1942,0.254
Bill Krieg,141,535,62,127,29,8,4,49.333333333333336,23,19.0,8.0,0.0,0.96,1.371,2.226,4,1884,1887,0.2245
Bill Kuehne,1087,4284,536,996,145,115,25,505.0,137,260.0,214.28571428571428,0.0,2.5955555555555554,3.36,5.96,10,1883,1892,0.2318
Bill Lamar,550,2040,305,633,114,23,19,245.0,86,78.0,25.0,40.5,2.816,3.282,6.098,9,1917,1927,0.29177777777777775
Bill Lange,811,3195,689,1055,133,80,39,578.0,350,86.0,399.0,0.0,2.798,3.201,5.999,7,1893,1899,0.32971428571428574
Bill Lauterborn,87,269,18,56,3,1,0,11.0,13,0.0,2.0,0.0,0.524,0.504,1.028,2,1904,1905,0.23
Bill Lawrence,25,46,10,10,1,0,0,3.0,5,5.0,0.0,2.0,0.294,0.239,0.533,1,1932,1932,0.217
Bill Lewis,50,101,20,33,3,0,1,11.0,15,11.0,0.0,0.0,1.051,0.853,1.904,3,1933,1936,0.2353333333333333
Bill Lillard,80,225,30,55,9,2,1,22.0,31,29.0,0.0,1.0,0.741,0.679,1.42,2,1939,1940,0.277
Bill Lindsay,19,66,6,16,2,0,0,5.0,1,0.0,2.0,0.0,0.265,0.273,0.538,1,1911,1911,0.242
Bill Ludwig,67,187,15,34,2,2,0,8.0,16,0.0,3.0,0.0,0.246,0.214,0.46,1,1908,1908,0.182
Bill Lyons,88,133,16,26,4,1,0,6.0,10,24.0,6.0,3.0,0.485,0.477,0.962,2,1983,1984,0.193
Bill Madlock,1806,6594,920,2008,348,34,163,860.0,605,510.0,174.0,90.0,5.516,6.695,12.211,15,1973,1987,0.3065333333333333
Bill Massey,13,53,7,15,3,0,0,5.0,3,2.0,0.0,0.0,0.321,0.34,0.661,1,1894,1894,0.283
Bill Mazeroski,2163,7755,769,2016,294,62,138,853.0,447,706.0,27.0,23.0,5.008,6.002,11.01,17,1956,1972,0.2534705882352941
Bill McAllester,52,85,3,13,4,0,0,6.0,11,12.0,2.0,0.0,0.25,0.2,0.45,1,1913,1913,0.153
Bill McCabe,107,199,28,32,3,2,0,13.0,15,28.0,6.0,6.0,0.679,0.593,1.272,3,1918,1920,0.16333333333333333
Bill McCarren,69,216,28,53,10,1,3,27.0,22,39.0,0.0,1.0,0.326,0.343,0.669,1,1923,1923,0.245
Bill McClellan,792,3197,533,773,129,33,6,304.0,274,95.0,352.0,0.0,2.608,2.363,5.15,8,1878,1888,0.234
Bill McCloskey,9,30,0,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,1,1884,1884,0.1
Bill McGhee,170,537,51,146,18,1,1,38.0,45,36.0,5.0,3.0,0.658,0.625,1.283,2,1944,1945,0.27049999999999996
Bill McGuire,23,44,3,8,0,0,1,6.0,5,8.0,0.0,0.0,0.549,0.474,1.0230000000000001,2,1988,1989,0.1835
Bill McGunnigle,56,202,24,35,0,1,0,6.0,5,31.0,0.0,0.0,0.0,0.541,0.0,3,1879,1882,0.17633333333333334
Bill McKechnie,847,2843,319,713,86,33,8,240.0,190,199.0,127.0,44.0,2.953,2.99,5.943,11,1907,1920,0.22572727272727275
Bill Mellor,10,36,4,13,3,0,0,5.0,3,0.0,1.0,0.0,0.41,0.444,0.854,1,1902,1902,0.361
Bill Melton,1144,3971,496,1004,162,9,160,591.0,480,669.0,23.0,24.0,3.326,4.03,7.356,10,1968,1977,0.25060000000000004
Bill Merritt,400,1410,182,383,40,12,8,195.0,109,71.0,21.0,0.0,2.558,2.317,4.875,8,1891,1899,0.23299999999999998
Bill Monroe,11,36,4,8,1,0,0,2.0,3,0.0,0.0,0.0,0.317,0.25,0.567,1,1927,1927,0.222
Bill Moore,55,99,9,20,2,0,0,4.0,13,14.0,0.0,0.0,0.675,0.5800000000000001,1.2550000000000001,3,1926,1986,0.18366666666666667
Bill Moran,39,136,10,20,3,1,1,14.0,5,14.0,2.0,0.0,0.377,0.43899999999999995,0.8160000000000001,2,1892,1895,0.15000000000000002
Bill Morgan,102,371,31,67,5,3,0,0.0,21,0.0,0.0,0.0,0.8200000000000001,0.8400000000000001,1.478,4,1882,1884,0.18175
Bill Mueller,1255,4317,671,1243,266,22,85,498.0,557,581.0,23.0,19.0,4.574,4.823,9.397,13,1942,2006,0.25784615384615384
Bill Mundy,19,47,4,12,0,0,0,4.0,4,12.0,0.0,0.0,0.314,0.255,0.569,1,1913,1913,0.255
Bill Nagel,189,617,62,140,30,8,15,72.0,43,141.0,5.0,3.0,0.756,0.956,1.712,3,1939,1945,0.20133333333333334
Bill Nahorodny,308,844,74,203,41,3,25,109.0,56,118.0,1.0,4.0,2.735,3.105,5.84,9,1976,1984,0.21000000000000002
Bill Narleski,135,358,41,95,25,1,0,32.0,28,27.0,4.0,4.0,0.639,0.673,1.312,2,1929,1930,0.256
Bill Nicholson,1678,5546,837,1484,272,60,235,948.0,800,828.0,27.0,4.0,5.384,6.877,12.261,16,1936,1953,0.242875
Bill Niles,11,37,2,8,0,0,0,0.0,5,2.0,2.0,0.0,0.31,0.216,0.526,1,1895,1895,0.216
Bill Norman,37,103,13,21,5,1,0,8.0,6,13.0,0.0,1.0,0.497,0.551,1.048,2,1931,1932,0.20550000000000002
Bill North,1169,3900,640,1016,120,31,20,230.0,627,665.0,395.0,162.0,4.094,3.498,7.592,11,1971,1981,0.2610909090909091
Bill O'Hara,125,380,49,88,9,3,1,32.0,42,3.0,31.0,0.0,0.508,0.43599999999999994,0.944,2,1909,1910,0.193
Bill O'Neill,207,746,77,181,15,2,2,42.0,46,0.0,41.0,0.0,0.587,0.552,1.139,2,1904,1906,0.243
Bill Pecota,698,1527,223,380,72,11,22,148.0,160,216.0,52.0,20.0,2.8369999999999997,3.118,5.955,9,1986,1994,0.24311111111111114
Bill Perkins,497,1668,232,463,63,28,26,275.0,129,13.0,20.0,0.0,5.078571428571429,5.525,10.515,15,1928,1948,0.27473333333333333
Bill Phillips,1038,4255,562,1130,214,98,17,534.0,178,215.0,130.0,0.0,3.2275,3.749,6.9625,10,1879,1888,0.2657
Bill Phyle,22,73,6,13,3,1,0,4.0,5,0.0,2.0,0.0,0.231,0.247,0.478,1,1906,1906,0.178
Bill Pierce,90,325,59,107,15,12,9,65.0,30,0.0,6.0,0.0,0.747,0.954,1.701,2,1923,1924,0.321
Bill Plummer,367,892,72,168,37,1,14,82.0,95,191.0,4.0,3.0,2.11,2.1310000000000002,4.241,10,1968,1978,0.1469
Bill Ramsey,78,137,16,40,8,0,1,12.0,4,22.0,1.0,0.0,0.326,0.372,0.698,1,1945,1945,0.292
Bill Rariden,982,2877,272,682,105,24,7,272.0,340,251.0,47.0,0.0,3.647,3.39,7.037,12,1909,1920,0.2285
Bill Regan,641,2364,234,632,158,36,18,292.0,122,245.0,38.0,31.2,1.79,2.263,4.053,6,1926,1931,0.2595
Bill Renna,370,918,123,219,36,10,28,119.0,99,166.0,2.0,7.0,1.904,2.311,4.215,6,1953,1959,0.2315
Bill Reynolds,23,58,3,11,1,0,0,7.0,2,6.0,1.0,0.0,0.62,0.608,1.228,3,1913,1948,0.19600000000000004
Bill Richardson,15,52,7,11,2,0,2,7.0,6,0.0,1.0,0.0,0.293,0.365,0.658,1,1901,1901,0.212
Bill Riggins,636,2409,455,707,114,39,41,383.0,226,4.0,96.0,0.0,3.5780000000000003,4.3020000000000005,7.88,10,1920,1929,0.2948
Bill Rigney,655,1966,281,510,78,14,41,212.0,208,206.0,25.0,10.666666666666666,2.5540000000000003,2.806,5.36,8,1946,1953,0.251
Bill Robinson,1472,4364,536,1127,229,29,166,641.0,263,820.0,71.0,49.0,4.6240000000000006,6.508,11.132,16,1966,1983,0.246
Bill Rodgers,106,273,31,67,15,4,0,19.0,22,41.0,11.0,32.0,1.571,1.583,3.154,4,1915,1945,0.374
Bill Roman,24,35,2,5,0,0,1,1.0,2,9.0,0.0,0.0,0.513,0.824,1.337,2,1964,1965,0.2245
Bill Russell,2181,7318,796,1926,293,57,46,627.0,483,667.0,167.0,69.0,5.533,5.952,11.485,18,1969,1986,0.25705555555555554
Bill Sadler,27,95,11,28,4,1,0,16.0,5,0.0,0.0,0.0,0.62,0.591,1.211,2,1935,1938,0.2535
Bill Salkeld,356,850,111,232,39,2,31,132.0,182,101.0,6.0,0.0,2.181,1.986,4.167,6,1945,1950,0.21916666666666665
Bill Sample,826,2516,371,684,127,9,46,230.0,195,230.0,98.0,31.0,3.122,3.671,6.793,9,1978,1986,0.2952222222222222
Bill Sarni,390,1182,107,311,50,11,22,151.0,89,135.0,6.0,5.0,1.408,1.566,2.974,5,1951,1956,0.2366
Bill Schenck,103,386,51,91,15,3,3,0.0,9,0.0,0.0,0.0,0.32399999999999995,0.624,0.7605000000000001,3,1882,1885,0.155
Bill Schroeder,376,1262,153,303,49,1,61,152.0,58,343.0,6.0,5.0,2.105,3.296,5.401,8,1983,1990,0.2255
Bill Schuster,123,261,27,61,11,3,1,17.0,23,23.0,6.0,0.0,1.4769999999999999,1.449,2.9259999999999997,5,1937,1945,0.2412
Bill Schwartz,55,196,19,39,6,0,1,0.0,3,0.0,12.0,0.0,0.45299999999999996,0.726,0.9750000000000001,3,1883,1904,0.21233333333333335
Bill Selby,198,431,45,96,20,3,11,48.0,33,71.0,1.0,2.0,1.322,1.587,2.9090000000000003,5,1996,2003,0.2116
Bill Serena,408,1239,154,311,57,16,48,198.0,177,235.0,2.0,3.0,2.181,2.62,4.801,6,1949,1954,0.24533333333333332
Bill Sharp,398,1104,122,281,52,8,9,95.0,74,109.0,3.0,12.0,1.2249999999999999,1.357,2.582,4,1973,1976,0.25575000000000003
Bill Shipke,187,552,59,110,11,10,1,29.0,55,0.0,21.0,0.0,0.781,0.7130000000000001,1.494,4,1906,1909,0.13225
Bill Skiff,22,56,7,14,2,0,0,11.0,0,5.0,1.0,1.0,0.38,0.42400000000000004,0.804,2,1921,1926,0.19
Bill Skowron,1658,5547,681,1566,243,53,211,888.0,383,870.0,16.0,18.0,4.602,6.293,10.895,14,1954,1967,0.27871428571428575
Bill Smiley,75,301,33,60,4,2,0,0.0,6,0.0,0.0,0.0,0.0,0.226,0.0,1,1882,1882,0.199
Bill Sommers,65,137,24,35,5,1,0,14.0,25,14.0,0.0,1.0,0.37,0.307,0.677,1,1950,1950,0.255
Bill Sorrell,85,165,15,44,3,0,5,17.0,15,16.0,1.0,0.0,1.084,1.22,2.3040000000000003,3,1965,1970,0.276
Bill Spiers,1252,3408,477,922,158,35,37,388.0,355,496.0,97.0,43.0,4.557,4.745,9.302,13,1989,2001,0.2736923076923077
Bill Stein,959,2811,268,751,122,18,44,311.0,186,412.0,16.0,16.0,4.482,5.123,9.605,14,1972,1985,0.2711428571428572
Bill Stellbauer,26,48,2,13,2,1,0,5.0,6,7.0,2.0,0.0,0.352,0.354,0.706,1,1916,1916,0.271
Bill Stuart,20,80,5,19,3,0,0,10.0,2,6.0,2.0,0.0,0.275,0.286,0.561,2,1895,1899,0.1235
Bill Stumpf,56,158,13,37,1,0,0,11.0,9,3.0,5.0,0.0,0.56,0.481,1.041,2,1912,1913,0.22349999999999998
Bill Sudakis,530,1548,177,362,56,7,59,214.0,172,313.0,9.0,6.0,2.45,2.925,5.375,8,1968,1975,0.218875
Bill Sweeney,1351,4742,569,1304,211,48,16,496.0,467,226.0,194.0,88.0,3.678,3.786,7.4639999999999995,11,1907,1931,0.27245454545454545
Bill Taylor,149,173,17,41,8,0,7,26.0,5,39.0,0.0,0.0,1.4100000000000001,2.089,3.499,5,1954,1958,0.2652
Bill Terry,1720,6428,1120,2193,373,112,154,1078.0,537,449.0,56.0,28.0,5.325,6.527,11.852,14,1923,1936,0.3172142857142857
Bill Tobin,38,152,15,24,1,1,0,11.0,4,25.0,0.0,0.0,0.0,0.178,0.0,1,1880,1880,0.158
Bill Traffley,179,663,85,116,13,12,1,45.0,34,1.0,40.0,0.0,1.17,1.066,2.3483333333333336,5,1878,1886,0.1706
Bill Tuttle,1270,4268,578,1105,149,47,67,443.0,480,416.0,38.0,44.0,3.48,3.448,6.928,11,1952,1963,0.23054545454545455
Bill Vandyke,136,530,78,134,15,11,2,56.0,25,2.0,74.0,0.0,0.671,0.799,1.47,3,1890,1893,0.21066666666666667
Bill Virdon,1583,5980,735,1596,237,81,91,502.0,442,647.0,47.0,54.0,3.813,5.498,9.311,12,1955,1968,0.27225000000000005
Bill Voss,475,1177,119,267,29,10,19,127.0,117,167.0,15.0,11.0,1.82,1.979,3.7990000000000004,8,1965,1972,0.1725
Bill Wagner,93,242,19,50,7,4,1,18.0,21,37.0,1.0,0.0,1.032,0.897,1.9290000000000003,5,1914,1918,0.131
Bill Wambsganss,1494,5241,710,1359,215,59,7,520.0,490,357.0,140.0,106.88888888888889,4.341,4.29,8.631,13,1914,1926,0.2633846153846154
Bill Warren,31,53,5,13,2,0,0,6.0,5,7.0,2.0,0.0,0.642,0.613,1.255,2,1914,1915,0.2865
Bill Warwick,23,56,8,17,1,2,1,8.0,5,7.0,0.0,1.5,0.727,0.845,1.572,3,1921,1926,0.21666666666666665
Bill Watkins,34,127,16,26,4,0,0,0.0,5,0.0,0.0,0.0,0.241,0.236,0.477,1,1884,1884,0.205
Bill Watson,35,133,16,31,5,1,0,11.0,6,0.0,3.0,0.0,0.266,0.286,0.552,1,1925,1925,0.233
Bill Whaley,23,50,5,12,2,1,0,1.0,4,2.0,0.0,0.0,0.309,0.32,0.629,1,1923,1923,0.24
Bill White,2140,7809,1116,2148,317,102,208,1138.235294117647,721,928.0,201.375,94.15384615384616,6.051176470588235,7.063,13.264941176470588,18,1879,1969,0.2648888888888889
Bill Wilson,441,1441,165,308,47,10,34,152.0,117,186.0,19.0,7.0,1.722,1.69,3.412,7,1890,1955,0.1582857142857143
Bill Yancey,181,579,73,152,23,6,7,72.0,62,1.0,10.0,0.0,1.766,1.981,3.747,5,1927,1936,0.2846
Bill Yohe,21,72,6,15,2,0,0,4.0,3,0.0,2.0,0.0,0.24,0.236,0.476,1,1909,1909,0.208
Bill Zimmerman,22,57,3,16,2,0,0,7.0,4,8.0,1.0,0.0,0.328,0.316,0.644,1,1915,1915,0.281
Billy Alvord,265,1069,129,270,31,30,3,109.0,44,83.0,33.75,0.0,1.25875,1.219,2.7825,5,1885,1893,0.18280000000000002
Billy Ashley,281,618,56,144,23,1,28,84.0,63,236.0,0.0,0.0,2.165,3.161,5.326,7,1992,1998,0.25285714285714284
Billy Baldwin,39,117,12,27,4,1,5,13.0,6,16.0,2.0,1.0,0.552,0.924,1.476,2,1975,1976,0.247
Billy Barnie,19,61,7,11,0,0,0,0.0,3,0.0,0.0,0.0,0.286,0.2,0.286,2,1883,1886,0.1
Billy Bates,29,48,11,6,1,0,0,2.0,4,10.0,8.0,1.0,0.393,0.33199999999999996,0.725,2,1989,1990,0.151
Billy Bean,272,478,42,108,20,2,5,53.0,25,84.0,3.0,8.0,1.393,1.534,2.927,6,1987,1995,0.18100000000000002
Billy Beane,148,301,30,66,14,0,3,29.0,11,80.0,5.0,5.0,1.28,1.641,2.9210000000000003,6,1984,1989,0.20633333333333334
Billy Bowers,26,78,5,15,2,1,0,6.0,4,5.0,1.0,1.0,0.232,0.244,0.476,1,1949,1949,0.192
Billy Bryan,374,968,86,209,32,9,41,125.0,91,283.0,0.0,1.0,2.258,2.9059999999999997,5.164,8,1961,1968,0.189
Billy Burns,242,843,114,228,29,13,5,55.0,36,119.0,46.0,15.0,0.9390000000000001,1.022,1.961,4,2014,2017,0.21575
Billy Butler,1414,5105,592,1479,322,5,147,728.0,500,840.0,5.0,3.0,3.511,4.376,7.887,10,2007,2016,0.2885
Billy Clingman,816,2839,410,697,86,31,8,301.0,303,94.0,98.0,0.0,3.114,3.133,6.247,10,1890,1903,0.24300000000000002
Billy Conigliaro,347,1130,142,289,56,10,40,128.0,86,244.0,9.0,10.0,1.529,2.109,3.638,5,1969,1973,0.25020000000000003
Billy Consolo,605,1178,158,260,31,11,9,83.0,161,297.0,9.0,10.0,2.814,2.4050000000000002,5.219,10,1953,1962,0.189
Billy Cook,16,49,5,11,2,0,3,8.0,0,19.0,1.0,0.0,0.224,0.449,0.673,1,2024,2024,0.224
Billy Cowan,493,1190,131,281,44,8,40,125.0,50,297.0,17.0,8.0,1.851,2.682,4.533,8,1963,1972,0.202
Billy Cox,1058,3712,470,974,174,32,66,351.0,298,218.0,42.0,46.2,3.497,4.126,7.623,11,1941,1955,0.2589090909090909
Billy DeMars,80,211,29,50,5,1,0,14.0,28,16.0,0.0,1.0,1.024,0.709,1.733,3,1948,1951,0.223
Billy Earle,142,465,102,133,20,12,6,74.0,63,36.0,41.0,0.0,2.081,2.288,4.369,5,1889,1894,0.3276
Billy Gardner,1034,3544,356,841,159,18,41,271.0,246,439.0,19.0,22.0,2.819,3.135,5.954,10,1954,1963,0.2293
Billy Geer,193,721,108,149,32,10,0,30.666666666666668,54,18.0,0.0,0.0,0.9039999999999999,0.738,1.798,4,1878,1885,0.1375
Billy Gilbert,852,2816,375,695,72,17,5,237.0,270,0.0,167.0,0.0,2.614,2.177,4.791,8,1901,1909,0.2355
Billy Gleason,41,118,9,26,1,1,0,8.0,11,11.0,1.0,3.0,0.5840000000000001,0.474,1.058,3,1916,1921,0.14133333333333334
Billy Goeckel,37,141,17,37,3,1,0,16.0,1,0.0,6.0,0.0,0.283,0.298,0.581,1,1899,1899,0.262
Billy Goodman,1623,5644,807,1691,299,44,19,591.0,669,329.0,37.0,30.0,5.727,5.732,11.459,16,1947,1962,0.2835625
Billy Grabarkewitz,466,1161,189,274,41,12,28,141.0,202,321.0,33.0,17.0,1.8800000000000001,1.8090000000000002,3.689,7,1969,1975,0.172
Billy Hamilton,2542,9257,2145,2872,351,134,64,928.0,1417,926.0,1238.0,163.63636363636363,8.999,9.011,18.01,25,1888,2023,0.27764
Billy Harrell,174,342,54,79,7,1,8,26.0,23,54.0,17.0,3.0,1.266,1.333,2.599,4,1955,1961,0.266
Billy Harris,43,101,11,22,6,1,0,3.0,8,23.0,2.0,0.0,0.5609999999999999,0.716,1.2770000000000001,2,1968,1969,0.2495
Billy Hatcher,1233,4339,586,1146,210,30,54,399.0,267,476.0,218.0,87.0,3.444,3.9,7.344,12,1984,1995,0.23424999999999999
Billy Herman,1922,7707,1163,2345,486,82,47,839.0,737,428.0,67.0,0.0,5.426,5.984,11.41,15,1931,1947,0.2994
Billy Hitchcock,703,2249,231,547,67,22,5,257.0,206,230.0,15.0,11.0,2.761,2.653,5.414,9,1942,1953,0.24233333333333335
Billy Holm,119,282,22,44,4,1,0,15.0,41,40.0,2.0,3.0,0.728,0.434,1.162,3,1943,1945,0.12933333333333333
Billy Horne,187,669,85,156,16,7,2,74.0,58,4.0,13.0,0.0,2.464,2.329,4.793,9,1938,1946,0.21666666666666667
Billy Hulen,107,407,97,100,19,7,0,41.0,65,20.0,28.0,0.0,0.624,0.522,1.146,2,1896,1899,0.20600000000000002
Billy Hunter,630,1875,166,410,58,18,16,144.0,111,192.0,23.0,12.0,1.615,1.889,3.504,6,1953,1958,0.22416666666666665
Billy Johnson,964,3253,419,882,141,33,61,487.0,347,290.0,13.0,11.0,3.0989999999999998,3.496,6.595,9,1943,1953,0.26066666666666666
Billy Jurges,1816,6253,721,1613,245,55,43,656.0,568,530.0,36.0,0.0,5.552,5.639,11.191,17,1931,1947,0.25323529411764706
Billy Kelly,104,224,32,65,5,4,1,20.0,5,30.0,9.0,0.0,1.088,0.8600000000000001,1.948,4,1910,1913,0.17775000000000002
Billy Klaus,821,2513,357,626,106,15,40,250.0,331,285.0,14.0,7.0,2.8609999999999998,2.727,5.588,11,1952,1963,0.17381818181818182
Billy Klusman,43,172,18,36,8,1,3,22.0,6,13.0,4.0,0.0,0.493,0.677,1.17,2,1888,1890,0.22250000000000003
Billy Lauder,486,1829,210,476,64,14,5,253.0,77,0.0,59.0,0.0,1.292,1.409,2.701,5,1898,1903,0.23420000000000002
Billy Lee,25,70,3,13,1,0,0,4.0,7,6.0,1.0,2.0,0.512,0.385,0.897,2,1915,1916,0.184
Billy Lush,490,1722,294,429,49,35,8,152.0,291,50.0,84.0,0.0,2.263,1.975,4.2379999999999995,7,1895,1904,0.21714285714285714
Billy Maloney,699,2476,294,585,54,42,6,177.0,162,0.0,155.0,0.0,1.745,1.784,3.529,6,1901,1908,0.23700000000000002
Billy Martin,1023,3422,425,877,137,28,64,333.0,188,355.0,34.0,31.636363636363637,3.363,4.025,7.388,12,1914,1961,0.23758333333333334
Billy McKinney,321,843,110,176,37,5,34,88.0,85,253.0,4.0,2.0,2.303,2.728,5.031000000000001,7,2018,2024,0.2641428571428571
Billy McMillon,269,601,66,149,35,3,16,93.0,64,140.0,4.0,2.0,1.8599999999999999,2.231,4.091,6,1996,2004,0.24050000000000002
Billy Meyer,115,301,15,71,7,3,1,21.0,15,25.0,3.0,0.0,1.545,1.575,3.12,3,1913,1917,0.48900000000000005
Billy Moran,635,2076,242,545,88,10,28,202.0,133,218.0,10.0,8.0,2.044,2.129,4.173,7,1958,1965,0.24328571428571427
Billy Mullen,36,50,5,11,1,0,0,2.0,10,6.0,1.0,0.0,1.415,0.794,2.209,5,1920,1928,0.14780000000000001
Billy Murphy,84,135,15,31,4,1,3,13.0,7,34.0,1.0,2.0,0.271,0.341,0.612,1,1966,1966,0.23
Billy Myers,738,2399,319,616,88,33,45,243.0,250,445.0,23.0,0.0,2.261,2.541,4.802,7,1935,1941,0.2492857142857143
Billy Nash,1549,5849,1072,1606,266,87,60,1046.7857142857142,803,384.0,305.7692307692308,0.0,5.458846153846154,5.515,11.071153846153846,15,1884,1898,0.2670666666666667
Billy O'Brien,356,1424,164,364,59,22,32,257.5,59,88.0,32.5,0.0,1.2475,1.518,2.7725,5,1884,1890,0.203
Billy Orr,40,91,9,17,2,2,0,8.0,6,15.0,2.0,2.0,0.47,0.5309999999999999,1.001,2,1913,1914,0.1805
Billy Ott,32,67,7,11,3,0,1,3.0,5,20.0,0.0,1.0,0.438,0.506,0.944,2,1962,1964,0.16099999999999998
Billy Otterson,30,100,16,20,4,1,2,15.0,8,0.0,8.0,0.0,0.259,0.32,0.579,1,1887,1887,0.2
Billy Parker,94,252,29,56,4,2,3,21.0,19,60.0,1.0,4.0,0.822,0.878,1.7000000000000002,3,1971,1973,0.22233333333333336
Billy Purtell,335,1124,82,255,26,11,2,104.0,63,7.0,24.0,10.0,1.236,1.356,2.592,5,1908,1914,0.21139999999999998
Billy Reed,15,52,4,13,0,0,0,0.0,0,5.0,0.0,0.0,0.264,0.25,0.514,1,1952,1952,0.25
Billy Reid,43,167,25,44,5,0,0,0.0,8,0.0,0.0,0.0,0.586,0.5800000000000001,1.128,2,1883,1884,0.2605
Billy Rhiel,200,519,61,138,26,8,7,68.0,43,57.0,2.0,0.0,1.2349999999999999,1.361,2.596,4,1929,1933,0.22600000000000003
Billy Riley,43,161,14,23,2,0,0,9.0,2,26.0,0.0,0.0,0.0,0.155,0.0,1,1879,1879,0.143
Billy Ripken,912,2729,287,674,121,6,20,229.0,174,332.0,25.0,16.0,3.694,4.268,7.962,12,1987,1998,0.26475
Billy Rogell,1484,5149,755,1375,256,75,42,609.0,649,416.0,82.0,66.76923076923077,4.568,4.8260000000000005,9.394,14,1925,1940,0.24828571428571428
Billy Shantz,131,381,31,98,13,4,2,29.0,28,37.0,0.0,0.0,0.619,0.6659999999999999,1.285,3,1954,1960,0.17133333333333334
Billy Shindle,1422,5807,992,1561,226,97,31,758.0,388,240.0,318.0,0.0,4.186,4.518,8.789083333333334,13,1886,1898,0.2682307692307692
Billy Smith,370,1018,107,234,38,9,17,111.0,96,189.0,8.0,5.0,1.843,1.975,3.818,6,1975,1981,0.247
Billy Southworth,1192,4359,661,1296,173,91,52,561.0,402,148.0,138.0,157.85714285714286,4.209,4.744,8.953,13,1913,1929,0.264
Billy Sullivan,2110,6487,710,1597,271,65,50,766.0,410,119.0,128.0,74.66666666666666,7.716,8.514,16.23,28,1899,1947,0.22742857142857145
Billy Sunday,499,2007,339,498,55,24,12,170.0,134,229.0,393.6,0.0,2.524,2.614,5.186,8,1883,1890,0.24837499999999998
Billy Taylor,193,827,94,216,34,20,5,34.0,17,10.0,4.0,0.0,1.232,1.346,2.4,4,1881,1898,0.25325
Billy Urbanski,763,3046,379,791,123,27,19,207.0,198,252.0,24.0,0.0,1.8319999999999999,1.995,3.827,7,1931,1937,0.2207142857142857
Billy Werber,1296,5024,875,1363,271,50,78,539.0,701,363.0,215.0,106.85714285714286,4.007,4.13,8.137,11,1930,1942,0.2687272727272727
Billy Williams,2492,9360,1411,2711,434,88,426,1475.0,1046,1049.0,90.0,49.0,6.469,8.494,14.963,19,1959,1976,0.2648421052631579
Billy Zitzmann,408,1004,197,268,38,11,3,89.0,83,85.0,42.0,66.0,1.829,1.8359999999999999,3.665,6,1919,1929,0.24816666666666665
Billy Jo Robidoux,173,468,43,98,21,0,5,43.0,71,106.0,1.0,2.0,1.767,1.701,3.468,6,1985,1990,0.19333333333333333
Bing Miller,1821,6212,946,1934,389,96,116,990.0,383,340.0,127.0,82.0,5.709,7.213,12.922,16,1921,1936,0.3055625
Bingo Bingham,11,31,2,5,0,0,0,2.0,2,0.0,0.0,0.0,0.212,0.161,0.373,1,1921,1921,0.161
Bingo DeMoss,587,2073,381,512,70,14,3,217.0,218,14.0,103.0,49.5,3.5222,3.269,6.7716,11,1920,1930,0.24836363636363637
Binky Jones,10,37,0,4,1,0,0,2.0,0,3.0,0.0,0.0,0.108,0.135,0.243,1,1924,1924,0.108
Bip Roberts,1202,4147,663,1220,203,31,30,352.0,396,548.0,264.0,95.0,4.273,4.412,8.685,12,1986,1998,0.2930833333333333
Birdie Cree,743,2603,345,761,117,62,11,332.0,269,97.0,132.0,68.0,2.94,3.057,5.997,8,1908,1915,0.286625
Birdie Tebbetts,1162,3704,357,1000,169,22,38,469.0,389,261.0,29.0,23.0,4.733,5.121,9.854,14,1936,1952,0.26835714285714285
Bitsy Mott,90,289,21,64,8,0,0,22.0,27,25.0,2.0,0.0,0.29,0.249,0.539,1,1945,1945,0.221
