name,birth,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,OPS,FY,LY,AY
박민석,1989,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2016,9
박민석,2000,27,19,19,7,4,0,0,0,4,0,0,1,0,0,10,0,0.464,0.464,4,0.928,2019,2024,6
박민우,1993,1283,5341,4625,857,1482,239,56,39,1950,488,275,74,502,113,677,84,4.892,4.678,104,9.57,2013,2024,12
박민준,2002,5,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2024,2024,1
박민호,1992,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2024,11
박범준,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
박병호,1970,161,350,319,28,59,13,2,3,85,31,2,0,14,7,73,7,1.164,1.429,4,2.593,1989,1996,8
박병호,1986,1690,6537,5508,996,1515,248,5,403,2982,1211,70,28,815,139,1653,118,8.042,5.713,85,13.755,2005,2024,20
박봉수,1977,8,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.143,0,0.143,2002,2002,1
박상국,1960,230,478,419,42,90,17,3,5,128,42,6,3,46,2,84,10,1.394,1.396,4,2.79,1988,1992,5
박상규,1989,5,7,6,0,1,0,0,0,1,1,0,0,1,0,2,0,0.167,0.286,0,0.453,2013,2013,1
박상민,1978,37,45,39,3,9,1,0,0,10,2,0,2,5,1,9,1,1.216,1.302,2,2.518,2001,2002,2
박상수,1970,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,1994,1
박상언,1997,213,417,371,38,81,16,2,5,116,36,2,5,32,3,96,9,1.275,1.691,13,2.966,2017,2024,8
박상열,1955,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1982,1982,1
박상원,1994,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2024,8
박상일,1976,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,1995,1
박상혁,1990,8,15,15,0,2,0,0,0,2,0,0,0,0,0,5,0,0.133,0.133,0,0.266,2013,2013,1
박상현,1972,186,189,173,26,36,5,2,0,45,10,8,4,8,3,56,3,1.652,1.683,4,3.335,1992,1998,7
박상현,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,1
박석민,1985,1697,6524,5363,882,1537,271,10,269,2635,1041,23,17,857,212,1145,188,7.96,6.746,162,14.706,2004,2023,20
박석안,1972,6,16,15,0,2,0,0,0,2,0,0,0,0,1,6,0,0.133,0.188,1,0.321,1996,1996,1
박석진,1972,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,1
박선일,1966,289,554,495,42,118,20,1,7,161,44,3,6,37,5,74,10,2.577,1.982,19,4.559,1989,1996,8
박성모,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,1
박성빈,2004,12,11,9,1,2,1,0,0,3,2,0,0,1,1,2,0,0.333,0.364,1,0.697,2024,2024,1
박성재,2002,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,2021,1
박성준,1996,12,13,11,3,2,0,0,0,2,0,0,0,2,0,2,0,0.2,0.333,0,0.533,2015,2016,2
박성한,1998,625,2303,2004,262,570,91,5,27,752,224,42,18,249,7,335,25,2.016,2.04,99,4.056,2017,2024,8
박성현,1964,3,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0,0.5,1988,1988,1
박성호,1986,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2015,6
박성훈,1967,44,64,56,7,11,2,0,1,16,4,2,1,7,0,15,3,0.572,0.539,4,1.111,1989,1990,2
박성훈,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2012,8
박세웅,1993,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,2016,1
박세웅,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2015,1
박세진,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2024,9
박세혁,1990,952,2732,2354,328,598,109,16,31,832,301,33,13,235,49,463,30,4.019,3.631,36,7.65,2012,2024,13
박소준,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021,1
박수종,1999,103,198,174,30,52,6,3,0,64,9,3,0,16,3,23,5,0.843,0.793,4,1.636,2023,2024,2
박승규,2000,226,380,343,49,79,14,0,4,105,25,8,7,21,5,63,8,1.101,1.101,0,2.202,2019,2022,4
박승민,1977,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2010,6
박승욱,1992,744,1809,1569,236,398,61,15,18,543,158,44,19,161,27,475,21,3.516,3.321,75,6.837,2012,2024,13
박승주,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2022,2
박승호,1958,949,2868,2486,312,685,125,5,87,1081,432,20,18,295,51,273,53,4.633,3.852,5,8.485,1983,1993,11
박시영,1989,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2024,9
박시원,2001,57,160,143,17,33,5,1,2,46,17,3,0,14,0,46,2,0.326,0.301,2,0.627,2020,2024,5
박신지,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2
박연수,1974,488,1028,901,106,232,42,3,31,373,137,6,8,101,15,283,17,3.469,2.951,2,6.42,1999,2008,10
박영빈,1997,60,24,20,14,4,3,0,0,7,1,6,3,2,0,9,0,0.976,0.704,0,1.68,2023,2024,2
박영진,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1983,1
박영태,1959,682,1524,1345,170,305,40,11,2,373,106,50,24,102,19,213,26,2.637,2.805,82,5.442,1983,1992,10
박영현,2003,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,3
박용근,1984,399,675,585,99,130,25,6,5,182,43,46,17,64,11,124,15,2.143,2.229,20,4.372,2007,2016,10
박용성,1958,361,1059,922,108,238,34,4,43,409,145,12,13,94,18,158,29,2.394,1.996,12,4.39,1982,1988,7
박용준,1970,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1992,1
박용진,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2003,1
박용택,1979,2237,9138,8139,1259,2504,441,44,213,3672,1192,313,90,793,74,1392,177,8.449,6.97,18,15.419,2002,2022,21
박우호,1978,12,11,10,2,2,0,0,0,2,0,0,0,0,1,3,0,0.2,0.273,1,0.473,2002,2002,1
박유연,1998,28,39,36,3,9,2,0,0,11,3,0,0,1,1,12,1,0.968,0.916,1,1.884,2017,2023,7
박윤,1988,56,111,101,6,19,2,0,0,21,4,0,0,5,1,31,1,1.279,1.427,1,2.706,2011,2017,7
박으뜸,1990,40,31,27,6,5,1,0,0,6,2,1,0,3,1,8,0,0.222,0.29,0,0.512,2013,2013,1
박은우,1971,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1996,1
박은진,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1990,1
박인구,1970,70,67,64,11,9,2,0,0,11,1,1,0,2,0,18,2,0.59,0.5,1,1.09,1990,1993,4
박인성,1990,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2013,1
박일현,1968,8,15,14,1,4,0,0,0,4,0,0,1,1,0,4,1,0.286,0.333,0,0.619,1991,1991,1
박장희,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,1
박재벌,1968,394,1006,872,118,208,35,8,5,274,72,46,21,57,51,85,16,1.86,1.885,10,3.745,1992,1998,7
박재상,1982,1087,3619,3084,459,807,161,19,65,1201,394,135,66,361,41,597,52,4.359,3.929,23,8.288,2001,2016,16
박재용,1969,546,1753,1562,167,385,74,8,23,544,195,12,5,130,25,276,32,2.288,2.177,18,4.465,1994,2000,7
박재욱,1995,42,67,62,5,16,2,0,0,18,5,0,0,2,1,13,5,0.565,0.599,2,1.164,2016,2022,7
박재천,1957,15,22,21,2,3,0,1,0,5,0,1,0,1,0,3,0,0.238,0.182,5,0.42,1982,1986,5
박재호,1971,9,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1994,1994,1
박재홍,1973,1797,7136,6097,1012,1732,316,26,300,3000,1081,267,145,875,65,1147,151,8.08,6.246,40,14.326,1996,2012,17
박전섭,1959,69,164,152,12,32,5,1,0,39,12,0,1,7,2,22,5,0.716,0.707,8,1.423,1982,1985,4
박정권,1981,1308,4700,4150,611,1134,209,17,178,1911,679,56,36,450,35,942,70,5.86,4.531,53,10.391,2004,2019,16
박정규,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,1
박정배,1982,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2018,14
박정수,1996,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2024,10
박정우,1998,135,145,125,24,33,4,1,0,39,17,0,3,14,2,24,5,1.259,1.364,3,2.623,2021,2024,4
박정음,1989,411,595,507,124,126,11,6,7,170,52,38,21,54,20,143,7,1.479,1.603,6,3.082,2016,2021,6
박정준,1984,411,906,799,100,185,38,3,10,259,71,16,13,81,10,185,15,2.755,2.64,4,5.395,2003,2015,13
박정진,1976,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2016,16
박정태,1969,1167,4458,3857,531,1141,228,23,85,1670,639,22,27,475,35,416,123,5.445,5.017,87,10.462,1991,2004,14
박정현,1969,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,1990,1
박정현,2001,197,517,478,51,107,17,1,6,144,41,7,1,27,3,141,7,1.223,1.076,24,2.299,2020,2023,4
박정환,1957,387,798,736,76,172,26,1,22,266,106,4,7,35,13,154,13,2.92,2.359,13,5.279,1982,1992,11
박정환,1977,598,1406,1219,168,293,59,6,21,427,141,9,7,123,12,286,45,3.977,3.728,29,7.705,2000,2011,12
박종무,1975,8,21,17,2,3,0,0,0,3,0,3,0,3,0,5,0,0.176,0.3,0,0.476,1994,1994,1
박종윤,1982,837,2591,2404,264,644,125,18,42,931,332,20,16,103,29,372,67,4.302,3.271,36,7.573,2002,2016,15
박종윤,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2013,2
박종일,1972,447,520,453,64,96,15,2,4,127,45,20,10,43,5,102,10,1.621,1.582,3,3.203,1995,2001,7
박종호,1964,4,5,4,0,2,0,0,0,2,2,0,0,1,0,0,1,0.5,0.6,2,1.1,1982,1982,1
박종호,1973,1541,5901,4955,761,1336,227,35,71,1846,584,103,49,525,161,612,83,5.897,5.757,166,11.654,1992,2009,18
박종호,1975,8,11,11,2,2,0,0,0,2,2,1,0,0,0,0,0,0.182,0.182,0,0.364,1994,1994,1
박종훈,1959,682,2518,2209,281,640,94,17,32,864,231,71,40,213,21,145,28,2.732,2.489,14,5.221,1983,1989,7
박종훈,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
박주성,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,1
박주찬,1996,5,14,14,1,2,0,0,0,2,0,0,0,0,0,2,0,0.143,0.143,1,0.286,2023,2023,1
박주혁,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,1
박주홍,2001,109,254,218,18,33,7,2,0,44,10,4,2,33,0,92,3,1.074,1.313,1,2.387,2020,2024,5
박준서,1981,731,1132,994,119,228,45,10,8,317,98,20,6,77,13,238,13,3.669,3.734,41,7.403,2001,2015,15
박준영,1953,135,388,342,34,75,14,0,3,98,26,0,3,38,1,63,1,0.847,0.893,4,1.74,1982,1984,3
박준영,1997,337,956,840,109,180,36,7,23,299,98,16,6,86,19,274,20,1.724,1.447,32,3.171,2016,2024,9
박준영,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023,1
박준태,1967,724,1897,1618,263,395,94,10,23,578,163,84,41,171,21,262,26,2.76,2.587,14,5.347,1989,1998,10
박준태,1991,427,940,749,156,164,30,3,11,233,78,11,5,125,43,266,7,2.132,2.608,10,4.74,2014,2023,10
박준표,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2023,9
박준혁,1991,24,28,27,4,5,3,0,0,8,3,0,0,1,0,11,1,1.125,0.744,0,1.869,2014,2019,6
박준혁,1999,12,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020,2020,1
박준형,1999,4,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2024,2024,1
박지규,1991,142,260,229,30,44,10,1,1,59,18,7,3,17,5,73,3,0.631,0.887,5,1.518,2015,2020,6
박지상,1975,229,680,578,71,156,30,3,2,198,52,14,12,77,7,79,11,0.826,0.988,10,1.814,1994,1996,3
박지철,1975,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2007,2
박지환,1969,133,258,229,21,48,10,1,1,63,14,2,3,21,3,55,6,1.937,2.041,7,3.978,1992,1997,6
박지환,2005,76,249,228,33,63,9,2,4,88,21,8,3,12,3,61,3,0.386,0.317,8,0.703,2024,2024,1
박지훈,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2017,5
박지훈,2000,66,37,33,9,8,2,0,0,10,4,4,1,3,1,12,0,0.68,0.715,0,1.395,2020,2023,4
박진만,1976,1993,7070,6039,763,1574,317,15,153,2380,781,94,76,671,106,1003,130,7.616,6.756,240,14.372,1996,2015,20
박진영,1985,10,27,26,3,8,0,0,0,8,0,0,0,1,0,2,2,0.308,0.333,1,0.641,2008,2008,1
박진우,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,1
박진원,1987,7,11,11,0,1,0,0,0,1,0,1,0,0,0,2,0,0.091,0.091,0,0.182,2011,2011,1
박진태,1994,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,2017,1
박진형,1994,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2019,5
박진환,1981,66,127,118,11,21,7,0,1,31,8,3,2,4,1,37,2,0.69,0.565,13,1.255,2004,2011,8
박찬,1955,122,302,275,35,69,14,0,2,89,24,5,3,23,2,52,7,1.039,1.033,3,2.072,1982,1986,5
박찬도,1989,282,348,299,84,70,12,2,1,89,28,27,13,33,6,87,3,1.688,2.265,1,3.953,2013,2020,8
박찬혁,2003,100,342,315,26,65,12,0,7,98,25,0,1,19,8,108,2,0.62,0.537,4,1.157,2022,2023,2
박찬호,1995,954,3424,3063,439,803,116,15,18,1003,311,160,48,274,8,466,68,2.547,2.555,130,5.102,2014,2024,11
박창근,1983,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,1
박창언,1958,47,148,139,10,34,6,1,0,42,11,4,2,2,0,35,3,0.302,0.254,9,0.556,1986,1986,1
박창원,1977,2,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2000,2000,1
박천유,1968,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333,0,0.333,1991,1991,1
박철순,1956,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,1996,1
박철영,1960,200,434,379,39,80,19,3,5,120,36,3,4,34,3,97,6,1.804,1.648,11,3.452,1983,1988,6
박철우,1964,961,2856,2519,247,701,121,5,59,1009,373,7,9,269,48,356,69,4.381,4.178,8,8.559,1987,1998,12
박철우,1991,19,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2015,1
박철희,1968,23,21,17,7,5,1,0,1,9,3,0,0,2,1,6,0,0.529,0.381,1,0.91,1992,1992,1
박충식,1970,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2002,2
박치국,1998,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2024,4
박칠성,1962,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,1986,1
박태호,1963,205,415,385,34,99,10,0,5,124,40,10,1,17,1,57,13,1.539,1.373,23,2.912,1987,1992,6
박한결,1994,22,35,31,5,5,0,0,0,5,1,0,1,2,0,12,3,0.332,0.409,2,0.741,2019,2020,2
박한결,2004,40,89,80,11,17,2,0,8,43,19,0,0,9,0,36,1,1.123,0.698,1,1.821,2023,2024,2
박한길,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2015,1
박한이,1979,2127,8712,7392,1211,2174,368,32,146,3044,906,149,102,1028,70,1130,156,7.838,7.201,42,15.039,2001,2019,19
박해민,1990,1528,6320,5531,955,1574,220,70,57,2105,578,411,118,549,46,936,61,4.171,3.875,20,8.046,2013,2024,12
박해종,1952,44,95,84,2,18,3,0,0,21,11,0,0,8,1,10,3,0.466,0.554,0,1.02,1984,1985,2
박헌도,1987,302,689,576,75,134,28,0,19,219,81,3,2,84,17,155,12,2.199,2.243,2,4.442,2011,2018,8
박헌욱,1993,18,32,31,1,7,3,0,1,13,4,1,0,1,0,10,2,0.722,0.415,1,1.137,2013,2019,7
박현수,1972,39,51,46,4,9,2,1,0,13,2,0,0,4,1,18,2,0.619,0.896,1,1.515,1990,1992,3
박현승,1972,1167,4226,3634,503,962,167,18,62,1351,399,98,43,414,64,644,87,4.555,4.427,98,8.982,1995,2008,14
박현영,1968,524,1172,1060,100,248,38,7,22,366,121,8,4,49,21,210,34,3.01,2.497,38,5.507,1987,1998,12
박현준,1986,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2011,2
박형준,2001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,2023,1
박홍철,1967,8,6,6,0,2,0,0,0,2,1,0,0,0,0,1,0,1.25,1.25,0,2.5,1990,1993,4
박흥식,1962,660,2399,2024,252,519,65,25,12,670,189,73,45,261,46,218,36,2.709,3.026,16,5.735,1985,1993,9
박희수,1983,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,2018,9
박희찬,1963,26,30,25,3,6,1,0,0,7,1,0,0,4,1,8,0,1.3,1.655,0,2.955,1985,1988,4
반슬라이크,1986,12,44,39,1,5,1,0,1,9,4,0,0,4,0,6,2,0.231,0.205,2,0.436,2018,2018,1
반즈,1986,74,319,283,38,75,17,1,9,121,42,2,1,27,7,81,4,0.428,0.342,4,0.77,2020,2020,1
발데스,1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,1
발데스,1973,116,512,435,50,123,15,0,13,177,72,4,1,70,2,49,14,0.407,0.381,3,0.788,2007,2007,1
발데스,1978,47,176,156,17,34,9,1,1,48,16,13,4,9,1,19,2,0.308,0.263,6,0.571,2008,2008,1
발디리스,1983,44,190,154,24,41,6,0,8,71,33,0,0,31,2,17,9,0.461,0.389,5,0.85,2016,2016,1
방동민,1977,6,8,8,0,1,0,0,0,1,1,0,0,0,0,1,0,0.125,0.125,0,0.25,1996,2002,7
방수원,1960,4,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1982,1982,1
방수환,1975,3,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1998,1998,1
방승재,1981,16,10,9,6,0,0,0,0,0,0,1,0,1,0,5,0,0,0.333,0,0.333,2004,2005,2
방진호,1977,39,41,37,5,4,0,0,0,4,0,0,0,2,0,10,1,0.108,0.154,1,0.262,2001,2002,2
배대웅,1954,356,930,822,85,213,32,3,11,284,83,24,7,72,4,52,16,1.686,1.595,20,3.281,1982,1986,5
배민서,1999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2021,2
배성근,1995,140,205,183,28,33,6,0,1,42,11,2,1,20,0,63,4,0.661,0.75,11,1.411,2019,2022,4
배수희,1955,22,24,23,2,5,0,1,0,7,3,0,0,1,0,4,0,0.304,0.25,0,0.554,1982,1982,1
배스,1974,15,68,59,13,16,4,0,3,29,13,3,1,9,0,22,3,0.492,0.368,1,0.86,2000,2000,1
배영빈,2000,18,18,16,2,5,2,0,0,7,0,1,0,1,0,2,0,0.438,0.353,2,0.791,2023,2023,1
배영섭,1986,633,2256,1944,300,534,83,7,16,679,169,94,32,225,51,324,42,3.11,3.26,10,6.37,2010,2019,10
배영수,1981,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2019,16
배우열,1986,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2017,3
배원영,1962,7,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0,0.5,1984,1986,3
배장호,1987,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2015,7
배재준,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,1
배재환,1995,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020,5
배정대,1995,853,2831,2460,368,653,119,7,41,909,297,87,37,287,30,656,30,2.786,2.689,22,5.475,2015,2024,10
배정훈,1973,93,171,162,11,34,5,0,2,45,10,1,1,7,0,38,5,0.895,0.814,3,1.709,1996,1998,3
배제성,1996,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2022,6
배훈,1972,15,18,16,2,2,0,0,0,2,3,0,0,2,0,7,0,0.125,0.222,0,0.347,1994,1994,1
배힘찬,1983,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2016,15
백대운,1980,9,16,15,2,1,1,0,0,2,0,0,0,1,0,5,1,0.133,0.125,0,0.258,2003,2003,1
백동훈,1990,143,136,119,30,19,5,0,1,27,6,4,4,11,5,42,1,0.981,1.252,1,2.233,2013,2021,9
백두산,2001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,2024,1
백상원,1988,252,700,600,83,162,25,3,3,202,63,8,3,72,5,106,17,2.238,2.294,17,4.532,2013,2018,6
백성진,1968,127,273,239,21,59,8,1,1,72,23,10,9,17,10,58,5,0.794,1.077,12,1.871,1991,1997,7
백승건,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023,1
백승룡,1982,159,257,207,28,34,7,0,0,41,9,6,3,28,11,64,3,0.819,1.223,8,2.042,2005,2013,9
백승민,1990,44,92,85,7,18,3,0,0,21,10,0,0,4,2,25,3,0.585,0.798,2,1.383,2018,2021,4
백승현,1995,59,108,90,9,19,3,0,0,22,4,1,1,9,2,27,1,0.997,1.16,4,2.157,2017,2024,8
백승훈,1980,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,2004,2
백용환,1989,390,862,752,81,153,28,0,29,268,83,5,3,90,6,231,26,3.375,2.854,20,6.229,2013,2022,10
백인수,1963,953,3265,2853,329,743,111,15,40,1004,270,82,43,287,46,311,73,4.007,3.959,99,7.966,1987,1999,13
백인천,1943,116,468,403,67,135,31,2,23,239,91,13,3,56,4,29,11,1.646,1.108,0,2.754,1982,1984,3
백재호,1974,1007,2952,2571,278,631,130,6,68,977,306,19,13,272,36,481,65,4.099,3.5,84,7.599,1997,2007,11
백정현,1987,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,2014,7
백정훈,1982,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,1
백진우,1988,259,547,478,70,120,36,2,9,187,55,5,5,46,11,110,14,2.847,2.557,11,5.404,2010,2019,10
백청훈,1987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020,8
밴덴헐크,1985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2014,1
버나디나,1984,270,1211,1070,224,337,51,11,47,551,181,64,20,104,21,215,18,1.027,0.767,4,1.794,2017,2018,2
번즈,1990,249,973,885,151,252,72,5,38,448,121,15,9,62,20,233,26,1.012,0.69,30,1.702,2017,2018,2
베로아,1965,11,35,31,1,3,1,0,1,7,3,0,0,3,0,15,0,0.226,0.171,0,0.397,2002,2002,1
베탄코트,1991,53,224,203,23,50,8,0,8,82,29,1,1,18,1,51,1,0.404,0.308,10,0.712,2019,2019,1
변상권,1997,184,467,440,42,110,13,5,6,151,57,0,0,21,1,111,8,1.066,0.845,1,1.911,2020,2024,5
변시원,1993,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2018,7
변용선,1987,10,8,8,1,1,0,0,0,1,1,0,0,0,0,3,0,0.333,0.333,0,0.666,2010,2012,3
변우혁,2000,202,535,482,57,124,17,2,16,193,55,1,0,46,6,160,18,1.581,1.273,16,2.854,2019,2024,6
변인재,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2003,1
보어,1988,32,117,100,7,17,2,0,3,28,17,0,0,11,3,30,2,0.28,0.265,3,0.545,2021,2021,1
보이,1966,7,23,21,0,4,2,0,0,6,0,0,0,2,0,11,0,0.286,0.261,1,0.547,2003,2003,1
봉중근,1980,19,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,2015,4
부시,1968,76,259,240,20,51,11,1,10,94,28,0,0,16,1,81,11,0.392,0.264,3,0.656,1998,1998,1
브라운,1984,137,539,464,82,121,21,2,28,230,76,5,2,66,7,127,12,0.496,0.36,3,0.856,2015,2015,1
브래디,1969,70,169,155,18,40,6,4,3,63,6,4,1,6,2,30,3,0.406,0.294,13,0.7,1998,1998,1
브룸바,1974,553,2384,1971,320,590,94,3,116,1038,390,16,18,385,11,382,62,2.617,2.038,9,4.655,2003,2009,7
브리검,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,1
브리또,1972,635,2669,2343,347,683,131,5,112,1160,391,13,12,199,89,352,54,2.963,2.177,98,5.14,2000,2005,6
브릭스,1971,115,382,361,48,102,14,6,23,197,74,6,3,13,3,85,7,0.546,0.311,10,0.857,1999,1999,1
브링클리,1968,27,100,91,9,19,1,0,3,29,14,2,0,6,0,25,4,0.319,0.25,1,0.569,2000,2000,1
사도스키,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,1
사인상,1960,10,9,9,1,2,1,0,0,3,0,0,0,0,0,4,0,0.375,0.25,1,0.625,1984,1986,3
산토스,1966,130,541,484,74,150,19,0,26,247,107,1,0,46,1,66,17,0.51,0.365,0,0.875,2001,2001,1
살라디노,1989,44,163,132,26,37,8,0,6,63,27,6,1,23,7,41,3,0.477,0.411,5,0.888,2020,2020,1
샌더스,1969,125,526,409,86,101,14,0,40,235,94,3,0,105,7,133,5,0.575,0.408,10,0.983,1999,1999,1
샌즈,1987,164,706,611,117,187,40,2,40,351,150,1,3,83,6,128,19,1.31,0.751,5,2.061,2018,2019,2
